Messstelle Nr.,Messtelle,Messbeginn,Messende,Messstellezweck,Betreiber,Landkreis,Flussgebiet,Grundwasserkörper,Überschwemmungsgebiet,Wasserschutzgebiet,UTM-Rechtswert,UTM-Hochwert
600000714,Northum UE 81 FI,1998,2015,Grundwasserstands- und -gütemessstelle,NLWKN Betriebsstelle Stade,Cuxhaven,Weser,Untere Weser Lockergestein rechts,,,32475856,5954779
600000716,Northum UE 81 FII,1998,2000,Grundwasserstands- und -gütemessstelle,NLWKN Betriebsstelle Stade,Cuxhaven,Weser,Untere Weser Lockergestein rechts,,,32475857,5954778
600000718,Northum UE 81 FIII,1998,1998,Grundwasserstands- und -gütemessstelle,NLWKN Betriebsstelle Stade,Cuxhaven,Weser,Untere Weser Lockergestein rechts,,,32475858,5954785
100000037,Nortmoor I,1994,2015,Grundwasserstands- und -gütemessstelle,NLWKN Betriebsstelle Aurich,Leer,Ems,Leda-Jümme Lockergestein rechts,,,32403268,5901417
100000039,Nortmoor II,1994,2015,Grundwasserstands- und -gütemessstelle,NLWKN Betriebsstelle Aurich,Leer,Ems,Leda-Jümme Lockergestein rechts,,,32403269,5901416
100000041,Nortmoor III,1994,2014,Grundwasserstands- und -gütemessstelle,NLWKN Betriebsstelle Aurich,Leer,Ems,Leda-Jümme Lockergestein rechts,,,32403268,5901418
100000305,Nortmoor-Rüscheweg I,2006,2015,Grundwasserstands- und -gütemessstelle,NLWKN Betriebsstelle Aurich,Leer,Ems,Leda-Jümme Lockergestein rechts,,,32404892,5898596
100000307,Nortmoor-Rüscheweg II,2006,2015,Grundwasserstands- und -gütemessstelle,NLWKN Betriebsstelle Aurich,Leer,Ems,Leda-Jümme Lockergestein rechts,,,32404892,5898594
100000309,Nortmoor-Rüscheweg III,2006,2015,Grundwasserstands- und -gütemessstelle,NLWKN Betriebsstelle Aurich,Leer,Ems,Leda-Jümme Lockergestein rechts,,,32404893,5898592
1100000316,Nortrup,1988,2009,Grundwasserstands- und -gütemessstelle,NLWKN Betriebsstelle Cloppenburg,Osnabrück,Ems,Hase links Lockergestein,,,32422749,5831172
1100000087,Norwegen I,1983,2009,Grundwasserstands- und -gütemessstelle,NLWKN Betriebsstelle Cloppenburg,Cloppenburg,Ems,Hase Lockergestein rechts,,,32422201,5845926
1100000089,Norwegen II,1992,2009,Grundwasserstands- und -gütemessstelle,NLWKN Betriebsstelle Cloppenburg,Cloppenburg,Ems,Hase Lockergestein rechts,,,32422200,5845929
1100003805,Notbr. 24 Sutthauser Str.,,,Grundwasserstandsmessstelle,NLWKN Betriebsstelle Cloppenburg,Osnabrück,Ems,Hase links Festgestein,,,32434455,5789601
500000131,Növenthien F1,,,Grundwasserstandsmessstelle,NLWKN Betriebsstelle Lüneburg,Uelzen,Elbe/Labe,Ilmenau Lockergestein rechts,,,32621118,5866289
500000132,Növenthien F2,,,Grundwasserstandsmessstelle,NLWKN Betriebsstelle Lüneburg,Uelzen,Elbe/Labe,Ilmenau Lockergestein rechts,,,32621118,5866287
1100000171,Nutteln,1991,2009,Grundwasserstands- und -gütemessstelle,NLWKN Betriebsstelle Cloppenburg,Cloppenburg,Ems,Hase Lockergestein rechts,,,32435965,5849441
100000287,Nüttermoor,1972,2014,Grundwasserstands- und -gütemessstelle,NLWKN Betriebsstelle Aurich,Leer,Ems,Untere Ems rechts,,Leer-Heisfelde,32395733,5902293
704180001,Ob. Rammelsberg_Hochbehälter (Gelmke u. Dörpke),1991,2015,Grundwassergütemessstelle,NLWKN Betriebsstelle Süd,Goslar,Weser,Oker  Harzpaläozoikum,,Gelmke- und Dörpketal,32599013,5749523
900000903,Obenstrohe I,1976,1998,Grundwasserstands- und -gütemessstelle,NLWKN Betriebsstelle Brake-Oldenburg,Friesland,Weser,Jade Lockergestein links,,Varel,32439808,5914150
702500001,Oberer Kellerhalsteich,2009,2013,Grundwassergütemessstelle,NLWKN Betriebsstelle Süd,Goslar,Weser,Innerste Harzpaläozoikum,,Innerstetalsperre,32593586,5744436
900000791,Oberhausen B,1973,2003,Grundwasserstands- und -gütemessstelle,NLWKN Betriebsstelle Brake-Oldenburg,Oldenburg,Weser,Hunte Lockergestein rechts,,,32457167,5888335
1200000334,Oberlangen-Sand I,,,Grundwasserstandsmessstelle,NLWKN Betriebsstelle Meppen,Emsland,Ems,Mittlere Ems Lockergestein links,Ems,,32384055,5856300
1200000336,Oberlangen-Sand II,,,Grundwasserstandsmessstelle,NLWKN Betriebsstelle Meppen,Emsland,Ems,Mittlere Ems Lockergestein links,Ems,,32384056,5856300
100000373,Oberledingermoor,1974,2015,Grundwasserstands- und -gütemessstelle,NLWKN Betriebsstelle Aurich,Leer,Ems,Leda-Jümme Lockergestein links,,Collinghorst,32399880,5884875
600000828,Oberndorf UE 119,1999,2015,Grundwasserstands- und -gütemessstelle,NLWKN Betriebsstelle Stade,Cuxhaven,Elbe/Labe,Oste Lockergestein rechts,,,32510352,5959064
702510001,Obernfeld Nord TB,1972,2015,Grundwassergütemessstelle,NLWKN Betriebsstelle Süd,Göttingen,Weser,Rhume mesozoisches Festgestein links,,Obernfeld,32585769,5711522
702510002,Obernfeld Nordost TB,1970,2015,Grundwassergütemessstelle,NLWKN Betriebsstelle Süd,Göttingen,Weser,Rhume mesozoisches Festgestein links,,Obernfeld,32586287,5711240
702510003,Obernfeld Ost TB,1971,2015,Grundwassergütemessstelle,NLWKN Betriebsstelle Süd,Göttingen,Weser,Rhume mesozoisches Festgestein links,,Obernfeld,32586284,5711182
702510004,Obernfeld Süd TB,1969,2015,Grundwassergütemessstelle,NLWKN Betriebsstelle Süd,Göttingen,Weser,Rhume mesozoisches Festgestein links,,Obernfeld,32585789,5711476
400001679,Obernwöhren: Bornau Quelle 1,2012,2014,Grundwassergütemessstelle,NLWKN Betriebsstelle Hannover-Hildesheim,Schaumburg,Weser,Leine mesozoisches Festgestein links 2,,Obernwöhren,32517730,5791908
400001681,Obernwöhren: Brunnen 1,2011,2015,Grundwassergütemessstelle,NLWKN Betriebsstelle Hannover-Hildesheim,Schaumburg,Weser,Leine mesozoisches Festgestein links 2,,Obernwöhren,32517111,5792231
400001682,Obernwöhren: Brunnen 2,2011,2015,Grundwassergütemessstelle,NLWKN Betriebsstelle Hannover-Hildesheim,Schaumburg,Weser,Leine mesozoisches Festgestein links 2,,Obernwöhren,32517281,5792260
400001683,Obernwöhren: Brunnen 3,2011,2015,Grundwassergütemessstelle,NLWKN Betriebsstelle Hannover-Hildesheim,Schaumburg,Weser,Leine mesozoisches Festgestein links 2,,Stadthagen / Wendthagen,32516907,5792033
400001684,Obernwöhren: Kleine Bornau,2011,2015,Grundwassergütemessstelle,NLWKN Betriebsstelle Hannover-Hildesheim,Schaumburg,Weser,Leine mesozoisches Festgestein links 2,,Obernwöhren,32517832,5792236
400002748,Obernwöhren: Rohmischwasser Obernwöhren,2005,2012,Grundwassergütemessstelle,NLWKN Betriebsstelle Hannover-Hildesheim,Schaumburg,Weser,Leine mesozoisches Festgestein links 2,,Obernwöhren,32517408,5792530
400001685,Obernwöhren: Stollen,2011,2015,Grundwassergütemessstelle,NLWKN Betriebsstelle Hannover-Hildesheim,Schaumburg,Weser,Leine mesozoisches Festgestein links 2,,Obernwöhren,32517849,5792272
600001434,Oberochtenhausen UE 51 FI,1996,1999,Grundwasserstands- und -gütemessstelle,NLWKN Betriebsstelle Stade,Rotenburg (Wümme),Elbe/Labe,Oste Lockergestein rechts,,,32509635,5914454
702530001,Oberode_Brunnen ,2005,2015,Grundwassergütemessstelle,NLWKN Betriebsstelle Süd,Göttingen,Weser,Werra,,Oberode,32550581,5693411
900000469,Ochholt I,1978,2015,Grundwasserstands- und -gütemessstelle,NLWKN Betriebsstelle Brake-Oldenburg,Ammerland,Ems,Leda-Jümme Lockergestein rechts,,,32425429,5896662
800000558,Ochtmannien,,,Grundwasserstandsmessstelle,NLWKN Betriebsstelle Sulingen,Diepholz,Weser,Ochtum Lockergestein,,,32493151,5853218
400001686,Ockensen: Quelle 1,1994,2015,Grundwassergütemessstelle,NLWKN Betriebsstelle Hannover-Hildesheim,Hameln-Pyrmont,Weser,Leine mesozoisches Festgestein links 2,,Ockensen,32540599,5763646
702550001,Oderbrück TB1,2012,2015,Grundwassergütemessstelle,NLWKN Betriebsstelle Süd,Goslar,Weser,Rhume Harzpaläozoikum,,Pöhlder Becken,32607163,5737524
702550002,Oderbrück TB2 ,2012,2015,Grundwassergütemessstelle,NLWKN Betriebsstelle Süd,Goslar,Weser,Rhume Harzpaläozoikum,,Pöhlder Becken,32607133,5737555
703270001,Odertal TB 1,2012,2015,Grundwassergütemessstelle,NLWKN Betriebsstelle Süd,Goslar,Weser,Rhume Harzpaläozoikum,,Pöhlder Becken,32607545,5731511
703270002,Odertal TB 2,2012,2015,Grundwassergütemessstelle,NLWKN Betriebsstelle Süd,Goslar,Weser,Rhume Harzpaläozoikum,,Pöhlder Becken,32607636,5731475
703270003,Odertal TB 3,2012,2015,Grundwassergütemessstelle,NLWKN Betriebsstelle Süd,Goslar,Weser,Rhume Harzpaläozoikum,,Pöhlder Becken,32607657,5731455
600000904,Odisheim UE 71 FI,2000,2015,Grundwasserstands- und -gütemessstelle,NLWKN Betriebsstelle Stade,Cuxhaven,Elbe/Labe,Land Hadeln Lockergestein,,,32496340,5948744
1300000370,OE 030 Insel,,,Grundwasserstandsmessstelle,NLWKN Betriebsstelle Verden,Heidekreis,Weser,Wümme Lockergestein links,,,32549436,5888571
1300000371,OE 094/1 Ilster,,,Grundwasserstandsmessstelle,NLWKN Betriebsstelle Verden,Heidekreis,Weser,Örtze Lockergestein links,,Munster,32571027,5876526
1300000374,OE 096/1 Timmerloh,2006,2006,Grundwasserstands- und -gütemessstelle,NLWKN Betriebsstelle Verden,Heidekreis,Elbe/Labe,Ilmenau Lockergestein links,,,32563480,5878890
1300000383,OE 150/1 Weyhausen,,,Grundwasserstandsmessstelle,NLWKN Betriebsstelle Verden,Celle,Weser,Örtze Lockergestein links,,,32591589,5852715
1300000388,OE 155 Neuensothrieth,,,Grundwasserstandsmessstelle,NLWKN Betriebsstelle Verden,Uelzen,Weser,Örtze Lockergestein links,,,32588625,5858288
1300000389,OE 157/1 Kohlenbissen,2004,2015,Grundwasserstands- und -gütemessstelle,NLWKN Betriebsstelle Verden,Heidekreis,Weser,Örtze Lockergestein links,,,32578239,5870433
1300000391,OE 158/1 Oerrel,2004,2015,Grundwasserstands- und -gütemessstelle,NLWKN Betriebsstelle Verden,Heidekreis,Weser,Örtze Lockergestein links,,,32577373,5867180
1300000393,OE 163/1 Schmarbeck O,2011,2011,Grundwasserstands- und -gütemessstelle,NLWKN Betriebsstelle Verden,Celle,Weser,Örtze Lockergestein links,,,32584432,5861982
1300000399,OE 168/1 Mueden,2006,2015,Grundwasserstands- und -gütemessstelle,NLWKN Betriebsstelle Verden,Celle,Weser,Örtze Lockergestein rechts,,,32574716,5860272
1300000401,OE 169/1 Schmarbeck S,2006,2015,Grundwasserstands- und -gütemessstelle,NLWKN Betriebsstelle Verden,Celle,Weser,Örtze Lockergestein links,,,32581563,5861117
500000167,Oechtringen,,,Grundwasserstandsmessstelle,NLWKN Betriebsstelle Lüneburg,Uelzen,Elbe/Labe,Ilmenau Lockergestein links,,,32589188,5881804
500001689,Oechtringen A,,,Grundwasserstandsmessstelle,NLWKN Betriebsstelle Lüneburg,Uelzen,Elbe/Labe,Ilmenau Lockergestein links,,,32589188,5881803
800000700,Oeftinghausen,1972,2015,Grundwasserstands- und -gütemessstelle,NLWKN Betriebsstelle Sulingen,Diepholz,Weser,Große Aue Lockergestein links,,,32479406,5842623
600001284,Oereler-Moor UE 148 FI,1995,2015,Grundwasserstands- und -gütemessstelle,NLWKN Betriebsstelle Stade,Rotenburg (Wümme),Elbe/Labe,Oste Lockergestein links,,,32504767,5923864
700000680,Oerreler Heide,1992,2006,Grundwasserstands- und -gütemessstelle,NLWKN Betriebsstelle Süd,Gifhorn,Weser,Ise Lockergestein rechts,,Schönewörde,32605749,5833028
600001362,Oersdorf I,1996,2015,Grundwasserstands- und -gütemessstelle,NLWKN Betriebsstelle Stade,Stade,Elbe/Labe,Oste Lockergestein rechts,,,32526119,5917306
600001364,Oersdorf II,1996,2015,Grundwasserstands- und -gütemessstelle,NLWKN Betriebsstelle Stade,Stade,Elbe/Labe,Oste Lockergestein rechts,,,32526120,5917307
600001366,Oersdorf III,1996,2014,Grundwasserstands- und -gütemessstelle,NLWKN Betriebsstelle Stade,Stade,Elbe/Labe,Oste Lockergestein rechts,,,32526121,5917307
500000640,Oerzen F1,,,Grundwasserstandsmessstelle,NLWKN Betriebsstelle Lüneburg,Lüneburg,Elbe/Labe,Ilmenau Lockergestein links,,,32588845,5894700
500000641,Oerzen F2,,,Grundwasserstandsmessstelle,NLWKN Betriebsstelle Lüneburg,Lüneburg,Elbe/Labe,Ilmenau Lockergestein links,,,32588844,5894701
1200000057,Oeveringen I,,,Grundwasserstandsmessstelle,NLWKN Betriebsstelle Meppen,Grafschaft Bentheim,Rhein,Untere Vechte links,,,32355426,5828163
1200000059,Oeveringen II,,,Grundwasserstandsmessstelle,NLWKN Betriebsstelle Meppen,Grafschaft Bentheim,Rhein,Untere Vechte links,,,32355427,5828164
600001476,Offensen UE 48 FI,1996,1997,Grundwasserstands- und -gütemessstelle,NLWKN Betriebsstelle Stade,Rotenburg (Wümme),Elbe/Labe,Oste Lockergestein links,,,32519395,5906762
702560001,Offensen_B,2003,2015,Grundwassergütemessstelle,NLWKN Betriebsstelle Süd,Northeim,Weser,Vogler-Solling-Bramwald,,Offensen,32547324,5716493
100000627,Ogenbargen I,2004,2012,Grundwasserstands- und -gütemessstelle,NLWKN Betriebsstelle Aurich,Aurich,Ems,Norderland/Harlinger Land,,Harlingerland,32407860,5933915
100000629,Ogenbargen II,2012,2012,Grundwasserstands- und -gütemessstelle,NLWKN Betriebsstelle Aurich,Aurich,Ems,Norderland/Harlinger Land,,Harlingerland,32407862,5933913
500000144,Ohlendorf F1,,,Grundwasserstandsmessstelle,NLWKN Betriebsstelle Lüneburg,Harburg,Elbe/Labe,Este-Seeve Lockergestein,,,32570890,5912526
500000145,Ohlendorf F2,,,Grundwasserstandsmessstelle,NLWKN Betriebsstelle Lüneburg,Harburg,Elbe/Labe,Este-Seeve Lockergestein,,,32570891,5912525
1200000902,Ohne,1987,2015,Grundwasserstands- und -gütemessstelle,NLWKN Betriebsstelle Meppen,Grafschaft Bentheim,Rhein,Niederung der Vechte,,,32381190,5792911
400000433,Ohr 1,1992,2015,Grundwasserstands- und -gütemessstelle,NLWKN Betriebsstelle Hannover-Hildesheim,Hameln-Pyrmont,Weser,Nordlippische Trias-Gebiete,,,32523405,5767439
400000431,Ohr 2,1989,1992,Grundwasserstands- und -gütemessstelle,NLWKN Betriebsstelle Hannover-Hildesheim,Hameln-Pyrmont,Weser,Nordlippische Trias-Gebiete,,,32524101,5768357
400000407,Ohr 4,,,Grundwasserstandsmessstelle,NLWKN Betriebsstelle Hannover-Hildesheim,Hameln-Pyrmont,Weser,Nordlippische Trias-Gebiete,,,32524237,5768082
400000411,Ohr 5,,,Grundwasserstandsmessstelle,NLWKN Betriebsstelle Hannover-Hildesheim,Hameln-Pyrmont,Weser,Nordlippische Trias-Gebiete,,,32523418,5767452
400000409,Ohr 7,,,Grundwasserstandsmessstelle,NLWKN Betriebsstelle Hannover-Hildesheim,Hameln-Pyrmont,Weser,Nordlippische Trias-Gebiete,,,32523728,5768472
400000405,Ohr 8,,,Grundwasserstandsmessstelle,NLWKN Betriebsstelle Hannover-Hildesheim,Hameln-Pyrmont,Weser,Nordlippische Trias-Gebiete,Weser (LK Hameln-Pyrmont und Stadt Hameln),,32524237,5768172
700000648,Ohrdorf I,1991,2014,Grundwasserstands- und -gütemessstelle,NLWKN Betriebsstelle Süd,Gifhorn,Elbe/Labe,Ohre-Tanger1,,,32621181,5840548
700000650,Ohrdorf II,1991,1991,Grundwasserstands- und -gütemessstelle,NLWKN Betriebsstelle Süd,Gifhorn,Elbe/Labe,Ohre-Tanger1,,,32621183,5840547
600001350,Ohrel UE 52,1996,1997,Grundwasserstands- und -gütemessstelle,NLWKN Betriebsstelle Stade,Rotenburg (Wümme),Elbe/Labe,Oste Lockergestein rechts,,,32518859,5917708
1100000408,Öhrenwiesen,1988,2005,Grundwasserstands- und -gütemessstelle,NLWKN Betriebsstelle Cloppenburg,Osnabrück,Ems,Große Aa,,,32419959,5804589
1100000346,Ohrthausen,1992,2009,Grundwasserstands- und -gütemessstelle,NLWKN Betriebsstelle Cloppenburg,Osnabrück,Ems,Hase links Lockergestein,,,32408085,5831658
704160001,Oker_Frickenbrink TB3 ,1990,2015,Grundwassergütemessstelle,NLWKN Betriebsstelle Süd,Goslar,Weser,Oker  Harzpaläozoikum,,,32601711,5750313
702590001,Okertalsperre,2011,2015,Grundwassergütemessstelle,NLWKN Betriebsstelle Süd,Goslar,Weser,Oker  Harzpaläozoikum,,Granetalsperre,32600364,5745486
702570001,Oker_TB1 (Kästeweg),1990,2015,Grundwassergütemessstelle,NLWKN Betriebsstelle Süd,Goslar,Weser,Oker  Harzpaläozoikum,,Okertal,32601668,5749585
702570002,Oker_TB2 (Kästeweg),1990,2015,Grundwassergütemessstelle,NLWKN Betriebsstelle Süd,Goslar,Weser,Oker  Harzpaläozoikum,,Okertal,32601716,5749268
400001687,Ölbergen: Ölbergen Brunnen,1988,2015,Grundwassergütemessstelle,NLWKN Betriebsstelle Hannover-Hildesheim,Schaumburg,Weser,Mittlere Weser Festgestein rechts,,Ölbergen/Bodenengern,32513902,5785509
900000043,Oldenbrok (westl),1981,2003,Grundwasserstands- und -gütemessstelle,NLWKN Betriebsstelle Brake-Oldenburg,Wesermarsch,Weser,Untere Weser Lockergestein links,,,32459940,5904928
900000221,Oldenbrok-Bahnhof,1976,2015,Grundwasserstands- und -gütemessstelle,NLWKN Betriebsstelle Brake-Oldenburg,Wesermarsch,Weser,Untere Weser Lockergestein links,,,32457006,5905608
600001090,Oldendorf UE 13 FI,1996,2015,Grundwasserstands- und -gütemessstelle,NLWKN Betriebsstelle Stade,Stade,Elbe/Labe,Oste Lockergestein rechts,,,32516577,5936421
702600001,Oldenrode-Quelle,2007,2014,Grundwassergütemessstelle,NLWKN Betriebsstelle Süd,Northeim,Weser,Leine mesozoisches Festgestein rechts 2,,Oldenrode (Kalefeld),32577346,5742531
500000150,Oldenstadt F1,,,Grundwasserstandsmessstelle,NLWKN Betriebsstelle Lüneburg,Uelzen,Elbe/Labe,Ilmenau Lockergestein rechts,,,32606857,5872555
500000151,Oldenstadt F2,,,Grundwasserstandsmessstelle,NLWKN Betriebsstelle Lüneburg,Uelzen,Elbe/Labe,Ilmenau Lockergestein rechts,,,32606858,5872552
500000152,Oldenstadt F3,,,Grundwasserstandsmessstelle,NLWKN Betriebsstelle Lüneburg,Uelzen,Elbe/Labe,Ilmenau Lockergestein rechts,,,32606858,5872550
700000948,Oldershausen,2002,2015,Grundwasserstands- und -gütemessstelle,NLWKN Betriebsstelle Süd,Northeim,Weser,Leine mesozoisches Festgestein rechts 2,,,32576169,5738984
400000291,Oldhorst,1989,1992,Grundwasserstands- und -gütemessstelle,NLWKN Betriebsstelle Hannover-Hildesheim,Hannover,Weser,Wietze/Fuhse Lockergestein,,Fuhrberger Feld,32561943,5814453
400000293,Oldhorst I,1992,2015,Grundwasserstands- und -gütemessstelle,NLWKN Betriebsstelle Hannover-Hildesheim,Hannover,Weser,Wietze/Fuhse Lockergestein,,,32562500,5814146
400000295,Oldhorst II,1992,2015,Grundwasserstands- und -gütemessstelle,NLWKN Betriebsstelle Hannover-Hildesheim,Hannover,Weser,Wietze/Fuhse Lockergestein,,,32562501,5814145
701970001,Ölmühle_BR I,2007,2015,Grundwassergütemessstelle,NLWKN Betriebsstelle Süd,Northeim,Weser,Leine mesozoisches Festgestein links 1,,Einbeck,32558166,5742405
701970002,Ölmühle_BR II,2007,2015,Grundwassergütemessstelle,NLWKN Betriebsstelle Süd,Northeim,Weser,Leine mesozoisches Festgestein links 1,,Einbeck,32558103,5742343
701970003,Ölmühle_BR III,2007,2015,Grundwassergütemessstelle,NLWKN Betriebsstelle Süd,Northeim,Weser,Leine mesozoisches Festgestein links 1,,Einbeck,32558363,5742283
700000611,Örshausen (GWM 5),,,Grundwasserstandsmessstelle,NLWKN Betriebsstelle Süd,Göttingen,Weser,Leine mesozoisches Festgestein links 1,,Tiefenbrunn,32558600,5703857
400001689,Ortshausen: Ortshausen Quelle,1990,1994,Grundwassergütemessstelle,NLWKN Betriebsstelle Hannover-Hildesheim,Hildesheim,Weser,Innerste mesozoisches Festgestein links,,,32581395,5758760
400001690,Ortsschlump: Brunnen 2,1995,2015,Grundwassergütemessstelle,NLWKN Betriebsstelle Hannover-Hildesheim,Hildesheim,Weser,Innerste mesozoisches Festgestein rechts,,,32566326,5778291
1100000308,OS-Kreuzbreite,1988,2015,Grundwasserstands- und -gütemessstelle,NLWKN Betriebsstelle Cloppenburg,Osnabrück,Ems,Hase rechts Festgestein,,,32438632,5791284
1100000502,OS-Limbergerstr. I,1992,2015,Grundwasserstands- und -gütemessstelle,NLWKN Betriebsstelle Cloppenburg,Osnabrück,Ems,Hase links Festgestein,,,32433954,5790667
700000788,Osloß,1957,1991,Grundwasserstands- und -gütemessstelle,NLWKN Betriebsstelle Süd,Gifhorn,Weser,Ise Lockergestein links,,,32614384,5814940
1100000310,OS-Lüstringen,1992,2005,Grundwasserstands- und -gütemessstelle,NLWKN Betriebsstelle Cloppenburg,Osnabrück,Ems,Hase rechts Festgestein,,,32441480,5792159
500000122,Ostedt,,,Grundwasserstandsmessstelle,NLWKN Betriebsstelle Lüneburg,Uelzen,Elbe/Labe,Ilmenau Lockergestein rechts,,,32616802,5862975
1200000338,Ostendorf I,,,Grundwasserstandsmessstelle,NLWKN Betriebsstelle Meppen,Emsland,Ems,Große Aa,Große Aa,,32401601,5813625
1200000340,Ostendorf II,,,Grundwasserstandsmessstelle,NLWKN Betriebsstelle Meppen,Emsland,Ems,Große Aa,Große Aa,,32401600,5813624
1200000342,Ostendorf III,,,Grundwasserstandsmessstelle,NLWKN Betriebsstelle Meppen,Emsland,Ems,Große Aa,Große Aa,,32401599,5813623
1200007873,Ostenwalde I,2007,2015,Grundwasserstands- und -gütemessstelle,NLWKN Betriebsstelle Meppen,Emsland,Ems,Mittlere Ems Lockergestein rechts 2,,,32403245,5854599
1200007874,Ostenwalde II,,,Grundwasserstandsmessstelle,NLWKN Betriebsstelle Meppen,Emsland,Ems,Mittlere Ems Lockergestein rechts 2,,,32403246,5854600
1200000344,Ostenwalde-Erdöl I,,,Grundwasserstandsmessstelle,NLWKN Betriebsstelle Meppen,Emsland,Ems,Mittlere Ems Lockergestein rechts 2,,,32404445,5854791
1200000346,Ostenwalde-Erdöl II,,,Grundwasserstandsmessstelle,NLWKN Betriebsstelle Meppen,Emsland,Ems,Mittlere Ems Lockergestein rechts 2,,,32404446,5854792
702670001,Osterberg_Brunnen II,2004,2015,Grundwassergütemessstelle,NLWKN Betriebsstelle Süd,Göttingen,Weser,Leine mesozoisches Festgestein rechts 1,,Weendespring,32565359,5714461
600001558,Ostereistedt UE 157 FI,2000,2000,Grundwasserstands- und -gütemessstelle,NLWKN Betriebsstelle Stade,Rotenburg (Wümme),Elbe/Labe,Oste Lockergestein links,,,32511889,5904811
1100000221,Osterfeine,1988,2011,Grundwasserstands- und -gütemessstelle,NLWKN Betriebsstelle Cloppenburg,Vechta,Weser,Hunte Lockergestein links,,,32452677,5822425
900000901,Osterforde,1985,2002,Grundwasserstands- und -gütemessstelle,NLWKN Betriebsstelle Brake-Oldenburg,Friesland,Weser,Jade Lockergestein links,,,32434695,5914735
1100000298,Osterlindern,1987,2010,Grundwasserstands- und -gütemessstelle,NLWKN Betriebsstelle Cloppenburg,Cloppenburg,Ems,Leda-Jümme Lockergestein links,,,32419226,5855980
1100000133,Osterlindern 7/1,1991,2015,Grundwasserstands- und -gütemessstelle,NLWKN Betriebsstelle Cloppenburg,Cloppenburg,Ems,Leda-Jümme Lockergestein links,,,32419468,5857190
1200000348,Ostern-Dosenmoor I,2007,2015,Grundwasserstands- und -gütemessstelle,NLWKN Betriebsstelle Meppen,Emsland,Ems,Leda-Jümme Lockergestein links,,,32410871,5870045
1200000350,Ostern-Dosenmoor II,,,Grundwasserstandsmessstelle,NLWKN Betriebsstelle Meppen,Emsland,Ems,Leda-Jümme Lockergestein links,,,32410872,5870046
100000193,Ostersander,,,Grundwasserstandsmessstelle,NLWKN Betriebsstelle Aurich,Aurich,Ems,Untere Ems rechts,,,32401689,5919517
900000335,Osterscheps (alt),1985,2003,Grundwasserstands- und -gütemessstelle,NLWKN Betriebsstelle Brake-Oldenburg,Ammerland,Ems,Leda-Jümme Lockergestein rechts,,,32429417,5885946
900000373,Osterscheps I,1993,2015,Grundwasserstands- und -gütemessstelle,NLWKN Betriebsstelle Brake-Oldenburg,Ammerland,Ems,Leda-Jümme Lockergestein rechts,,,32429080,5886486
900000377,Osterscheps II,1993,2015,Grundwasserstands- und -gütemessstelle,NLWKN Betriebsstelle Brake-Oldenburg,Ammerland,Ems,Leda-Jümme Lockergestein rechts,,,32429080,5886485
600000772,Osterwanna UE 161 FI,1998,1998,Grundwasserstands- und -gütemessstelle,NLWKN Betriebsstelle Stade,Cuxhaven,Elbe/Labe,Land Hadeln Lockergestein,,Wanna,32488223,5954725
1200000352,Ostlähden I,,,Grundwasserstandsmessstelle,NLWKN Betriebsstelle Meppen,Emsland,Ems,Hase Lockergestein rechts,,,32404186,5845633
1200000354,Ostlähden II,,,Grundwasserstandsmessstelle,NLWKN Betriebsstelle Meppen,Emsland,Ems,Hase Lockergestein rechts,,,32404187,5845634
702690001,Ostlutter TB,2008,2015,Grundwassergütemessstelle,NLWKN Betriebsstelle Süd,Goslar,Weser,Innerste mesozoisches Festgestein links,,Alt Wallmoden/Baddeckenstedt,32588806,5759846
700000441,Othfresen,,,Grundwasserstandsmessstelle,NLWKN Betriebsstelle Süd,Goslar,Weser,Innerste mesozoisches Festgestein rechts,,,32595665,5763716
700000443,Othfresen 10,,,Grundwasserstandsmessstelle,NLWKN Betriebsstelle Süd,Goslar,Weser,Innerste mesozoisches Festgestein rechts,,,32596578,5762151
400004542,Ottbergen,,,Grundwasserstandsmessstelle,NLWKN Betriebsstelle Hannover-Hildesheim,Hildesheim,Weser,Innerste mesozoisches Festgestein rechts,,,32574865,5775837
600001376,Ottensen UE 29 FI,,,Grundwasserstandsmessstelle,NLWKN Betriebsstelle Stade,Stade,Elbe/Labe,Este-Seeve Lockergestein,,Buxtehude,32543641,5921143
400000945,Ottenstein,2002,2014,Grundwasserstands- und -gütemessstelle,NLWKN Betriebsstelle Hannover-Hildesheim,Holzminden,Weser,Ottensteiner Hochfläche,,Ottenstein,32527884,5755920
400002086,Ottenstein: Hochbehälter Ottenstein,1993,1994,Grundwassergütemessstelle,NLWKN Betriebsstelle Hannover-Hildesheim,Holzminden,Weser,Ottensteiner Hochfläche,,Bad Pyrmont,32527546,5755007
400001692,Ottenstein: Ottenstein Quelle A,1996,2015,Grundwassergütemessstelle,NLWKN Betriebsstelle Hannover-Hildesheim,Holzminden,Weser,Ottensteiner Hochfläche,,Ottenstein,32528124,5757498
400001693,Ottenstein: Ottenstein Quelle B,1996,2015,Grundwassergütemessstelle,NLWKN Betriebsstelle Hannover-Hildesheim,Holzminden,Weser,Ottensteiner Hochfläche,,Ottenstein,32528139,5757530
400001694,Ottenstein: Ottenstein Quelle C,1990,2011,Grundwassergütemessstelle,NLWKN Betriebsstelle Hannover-Hildesheim,Holzminden,Weser,Ottensteiner Hochfläche,,Ottenstein,32528141,5757561
